,u_in,u_out,vy_in,r_in,xg_in,yg_in,theta_in,t,vy_out,r_out,xg_out,yg_out,theta_out
5831,-0.07920898271795103,-0.07897266778057223,1.4861177741282425,-0.060177179653866555,-24.06759202265873,1309.8808343221651,1.1300202147158729,58.31,1.4837277820717878,-0.060007555853563856,-23.95294608591631,1310.1584614258825,1.1294192905494784
5832,-0.07897266778057223,-0.07873535001925037,1.4837277820717878,-0.060007555853563856,-23.95294608591631,1310.1584614258825,1.1294192905494784,58.32,1.4813211174611898,-0.05983676816786108,-23.83811189151583,1310.43600943197,1.1288200684361578
5833,-0.07873535001925037,-0.07849702847517823,1.4813211174611898,-0.05983676816786108,-23.83811189151583,1310.43600943197,1.1288200684361578,58.33,1.4788976814473265,-0.05966480866230741,-23.723089815746206,1310.7134783392432,1.128222560051139
5834,-0.07849702847517823,-0.07825770218954915,1.4788976814473265,-0.05966480866230741,-23.723089815746206,1310.7134783392432,1.128222560051139,58.34,1.476457374495667,-0.059491669348667814,-23.607880237029804,1310.9908681481481,1.1276267771485562
5835,-0.07825770218954915,-0.0780173702035559,1.476457374495667,-0.059491669348667814,-23.607880237029804,1310.9908681481481,1.1276267771485562,58.35,1.4740000963830908,-0.059317342184692624,-23.492483535931946,1311.2681788607708,1.1270327315619197
5836,-0.0780173702035559,-0.07777603155839131,1.4740000963830908,-0.059317342184692624,-23.492483535931946,1311.2681788607708,1.1270327315619197,58.36,1.4715257461947209,-0.059141819073888206,-23.376900095171184,1311.5454104808477,1.126440435204593
5837,-0.07777603155839131,-0.07753368529524866,1.4715257461947209,-0.059141819073888206,-23.376900095171184,1311.5454104808477,1.126440435204593,58.370000000000005,1.46903422232076,-0.058965091865287714,-23.26113029962955,1311.822563013773,1.1258499000702682
5838,-0.07753368529524866,-0.07729033045532077,1.46903422232076,-0.058965091865287714,-23.26113029962955,1311.822563013773,1.1258499000702682,58.38,1.4665254224533082,-0.058787152353220636,-23.145174536362095,1312.0996364666116,1.1252611382334388
5839,-0.07729033045532077,-0.07704596607980062,1.4665254224533082,-0.058787152353220636,-23.145174536362095,1312.0996364666116,1.1252611382334388,58.39,1.4639992435831997,-0.058607992277083625,-23.029033194607212,1312.3766308481063,1.1246741618498743
5840,-0.07704596607980062,-0.07680059120988098,1.4639992435831997,-0.058607992277083625,-23.029033194607212,1312.3766308481063,1.1246741618498743,58.4,1.461455581996829,-0.05842760332111057,-22.9127066657965,1312.653546168688,1.124088983157096
5841,-0.07680059120988098,-0.07655420488675517,1.461455581996829,-0.05842760332111057,-22.9127066657965,1312.653546168688,1.124088983157096,58.410000000000004,1.4588943332729862,-0.05824597711414346,-22.796195343565095,1312.9303824404865,1.123505614474851
5842,-0.07655420488675517,-0.076306806151616,1.4588943332729862,-0.05824597711414346,-22.796195343565095,1312.9303824404865,1.123505614474851,58.42,1.456315392279677,-0.05806310522940192,-22.679499623761213,1313.2071396773383,1.122924068205586
5843,-0.076306806151616,-0.07605839404565645,1.456315392279677,-0.05806310522940192,-22.679499623761213,1313.2071396773383,1.122924068205586,58.43,1.4537186531709585,-0.057878979184254054,-22.56261990445647,1313.4838178947982,1.1223443568349236
5844,-0.07605839404565645,-0.07580896761006929,1.4537186531709585,-0.057878979184254054,-22.56261990445647,1313.4838178947982,1.1223443568349236,58.44,1.4511040101954296,-0.0576935907370375,-22.445556594524007,1313.760417116993,1.1217664931366167
5845,-0.07580896761006929,-0.07555852588604785,1.4511040101954296,-0.0576935907370375,-22.445556594524007,1313.760417116993,1.1217664931366167,58.45,1.4484713564660991,-0.057506931437787026,-22.32831010069653,1314.0369373662832,1.1211904898639165
5846,-0.07555852588604785,-0.07530706791478493,1.4484713564660991,-0.057506931437787026,-22.32831010069653,1314.0369373662832,1.1211904898639165,58.46,1.4458205832748692,-0.05731899237828633,-22.210880820372616,1314.3133786575195,1.1206163595781433
5847,-0.07530706791478493,-0.07505459273747332,1.4458205832748692,-0.05731899237828633,-22.210880820372616,1314.3133786575195,1.1206163595781433,58.47,1.4431515819526597,-0.057129764873759266,-22.093269161296817,1314.589741013766,1.120044115118581
5848,-0.07505459273747332,-0.07480109939530635,1.4431515819526597,-0.057129764873759266,-22.093269161296817,1314.589741013766,1.120044115118581,58.480000000000004,1.4404642431049923,-0.056939240184040465,-21.975475533533768,1314.8660244598884,1.11947376941117
5849,-0.07480109939530635,-0.0745465869294768,1.4404642431049923,-0.056939240184040465,-21.975475533533768,1314.8660244598884,1.11947376941117,58.49,1.437758456608939,-0.05674740951339237,-21.857500349479107,1315.1422290225676,1.1189053354690137
5850,-0.0745465869294768,-0.07429105438117767,1.437758456608939,-0.05674740951339237,-21.857500349479107,1315.1422290225676,1.1189053354690137,58.5,1.4350341116100882,-0.056554264010323645,-21.739344023871165,1315.4183547303078,1.1183388263928862
5851,-0.07429105438117767,-0.07403450079160172,1.4350341116100882,-0.056554264010323645,-21.739344023871165,1315.4183547303078,1.1183388263928862,58.51,1.4322910965195,-0.05635979476740674,-21.62100697380221,1315.6944016134494,1.1177742553717387
5852,-0.07403450079160172,-0.07377692520194225,1.4322910965195,-0.05635979476740674,-21.62100697380221,1315.6944016134494,1.1177742553717387,58.52,1.4295292990106736,-0.05616399282109631,-21.502489618730145,1315.9703697041775,1.1172116356832094
5853,-0.07377692520194225,-0.07351832665339213,1.4295292990106736,-0.05616399282109631,-21.502489618730145,1315.9703697041775,1.1172116356832094,58.53,1.4267486060164951,-0.05596684915154626,-21.383792380489396,1316.2462590365346,1.1166509806941272
5854,-0.07351832665339213,-0.07325870418714409,1.4267486060164951,-0.05596684915154626,-21.383792380489396,1316.2462590365346,1.1166509806941272,58.54,1.4239489037262012,-0.055768354682427974,-21.264915683302565,1316.5220696464314,1.1160923038610209
5855,-0.07325870418714409,-0.07299805684439149,1.4239489037262012,-0.055768354682427974,-21.264915683302565,1316.5220696464314,1.1160923038610209,58.550000000000004,1.4211300775823454,-0.05556850028074864,-21.145859953792048,1316.7978015716553,1.1155356187306273
5856,-0.07299805684439149,-0.0727363836663271,1.4211300775823454,-0.05556850028074864,-21.145859953792048,1316.7978015716553,1.1155356187306273,58.56,1.4182920122777456,-0.055367276756668235,-21.026625620990924,1317.073454851884,1.1149809389403966
5857,-0.0727363836663271,-0.07247368369414392,1.4182920122777456,-0.055367276756668235,-21.026625620990924,1317.073454851884,1.1149809389403966,58.57,1.4154345917524498,-0.055164674863317956,-20.90721311635468,1317.3490295286945,1.1144282782190003
5858,-0.07247368369414392,-0.07220995596903469,1.4154345917524498,-0.055164674863317956,-20.90721311635468,1317.3490295286945,1.1144282782190003,58.58,1.4125576991906927,-0.05496068529661778,-20.787622873772424,1317.6245256455745,1.1138776503868386
